,"Total Beds (ES, TH, SH)",,,,,,,,,,,Emergency Shelter (ES),,,,,,,,,,Transitional Housing (TH),,,,,,,,Safe Haven (SH),,,,,,,,Total Rapid Re-Housing (Including Demonstration Programs),,,,,,,,Rapid Re-Housing (Excluding Demonstration Programs),,,,,,,,Rapid Re-Housing Demonstration Projects (DEM),,,,,,,,Permanent Supportive Housing (PSH),,,,,,,,Other Permanent Housing (OPH),,,,,,,
NY-607,19,10,10,52.63%,10,0,9,0,0,19,0,10,10,10,100.00%,0,118,0,0,10,0,0,0,0,.,0,0,0,0,9,0,0,0.00%,0,0,9,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,54,54,54,100.00%,9,18,36,0,0,0,0,.,0,0,0,0
NY-608,107,90,90,84.11%,77,30,0,9,38,51,18,77,60,60,77.92%,0,184,9,38,25,14,30,30,30,100.00%,0,0,26,4,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,150,150,150,100.00%,35,77,73,0,15,15,15,100.00%,6,15,0,0
OH-500,942,809,809,85.88%,610,332,0,85,276,646,20,610,538,538,88.20%,100,76,66,211,379,20,332,271,271,81.63%,19,65,267,0,0,0,0,.,0,0,0,0,1061,1020,1020,96.14%,200,703,358,0,974,933,933,95.79%,180,616,358,0,87,87,87,100.00%,20,87,0,0,2347,2347,2075,88.41%,237,856,1419,72,0,0,0,.,0,0,0,0
OH-501,739,667,326,44.11%,568,159,12,103,263,476,0,568,540,199,35.04%,35,18,83,215,353,0,159,115,115,72.33%,20,48,111,0,12,12,12,100.00%,0,0,12,0,385,385,385,100.00%,118,364,21,0,385,385,385,100.00%,118,364,21,0,0,0,0,.,0,0,0,0,1192,1192,1045,87.67%,166,494,698,0,0,0,0,.,0,0,0,0
OH-502,1838,1798,1351,73.50%,1204,614,20,106,370,1468,0,1204,1164,742,61.63%,0,49,92,324,880,0,614,614,589,95.93%,14,46,568,0,20,20,20,100.00%,0,0,20,0,684,684,684,100.00%,205,546,138,0,684,684,684,100.00%,205,546,138,0,0,0,0,.,0,0,0,0,4358,4358,3808,87.38%,722,1937,2421,0,0,0,0,.,0,0,0,0
OH-503,1074,1040,1040,96.83%,933,141,0,66,211,847,16,933,899,899,96.36%,236,230,61,199,718,16,141,141,141,100.00%,5,12,129,0,0,0,0,.,0,0,0,0,493,493,493,100.00%,120,435,58,0,422,422,422,100.00%,97,364,58,0,71,71,71,100.00%,23,71,0,0,2368,2368,2013,85.01%,161,522,1846,0,0,0,0,.,0,0,0,0
OH-504,288,272,272,94.44%,180,108,0,48,141,137,10,180,164,164,91.11%,0,30,27,66,104,10,108,108,108,100.00%,21,75,33,0,0,0,0,.,0,0,0,0,71,71,71,100.00%,19,50,21,0,71,71,71,100.00%,19,50,21,0,0,0,0,.,0,0,0,0,340,340,340,100.00%,78,252,88,0,0,0,0,.,0,0,0,0
OH-505,747,681,656,87.82%,487,260,0,93,264,481,2,487,429,404,82.96%,0,60,54,164,321,2,260,252,252,96.92%,39,100,160,0,0,0,0,.,0,0,0,0,108,93,93,86.11%,30,90,18,0,58,43,43,74.14%,11,40,18,0,50,50,50,100.00%,19,50,0,0,1045,1020,850,81.34%,138,335,710,0,0,0,0,.,0,0,0,0
OH-506,614,549,502,81.76%,282,303,29,80,252,336,26,282,257,251,89.01%,0,86,33,99,162,21,303,263,233,76.90%,47,153,145,5,29,29,18,62.07%,0,0,29,0,162,133,122,75.31%,33,120,42,0,162,133,122,75.31%,33,120,42,0,0,0,0,.,0,0,0,0,481,481,390,81.08%,38,114,367,0,0,0,0,.,0,0,0,0
OH-507,3594,2887,2304,64.11%,2163,1421,10,632,1896,1678,20,2163,1611,1277,59.04%,151,159,358,1100,1043,20,1421,1266,1017,71.57%,274,796,625,0,10,10,10,100.00%,0,0,10,0,715,715,715,100.00%,193,577,138,0,669,669,669,100.00%,175,531,138,0,46,46,46,100.00%,18,46,0,0,3218,3128,2677,83.19%,552,1554,1664,0,0,0,0,.,0,0,0,0
OH-508,437,351,351,80.32%,249,168,20,103,280,157,0,249,180,180,72.29%,0,24,50,140,109,0,168,151,151,89.88%,53,140,28,0,20,20,20,100.00%,0,0,20,0,28,28,28,100.00%,5,16,12,0,28,28,28,100.00%,5,16,12,0,0,0,0,.,0,0,0,0,475,475,428,90.11%,60,143,332,0,0,0,0,.,0,0,0,0
OK-500,245,134,95,38.78%,130,115,0,51,140,105,0,130,58,41,31.54%,0,26,29,75,55,0,115,76,54,46.96%,22,65,50,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,8,8,7,87.50%,1,3,5,0,0,0,0,.,0,0,0,0
OK-501,826,692,664,80.39%,533,268,25,91,328,488,10,533,428,428,80.30%,0,103,57,186,337,10,268,239,211,78.73%,34,142,126,0,25,25,25,100.00%,0,0,25,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,460,460,287,62.39%,7,26,434,0,0,0,0,.,0,0,0,0
OK-502,1377,1302,1185,86.06%,1134,243,0,87,284,1093,0,1134,1079,1050,92.59%,0,32,57,188,946,0,243,223,135,55.56%,30,96,147,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,767,767,490,63.89%,48,189,578,0,0,0,0,.,0,0,0,0
OK-503,154,93,13,8.44%,117,37,0,26,121,33,0,117,68,0,0.00%,0,0,11,84,33,0,37,25,13,35.14%,15,37,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,53,47,47,88.68%,22,46,7,0,0,0,0,.,0,0,0,0
OK-504,79,63,51,64.56%,48,31,0,13,33,46,0,48,32,32,66.67%,60,6,6,14,34,0,31,31,19,61.29%,7,19,12,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,99,99,96,96.97%,32,61,38,0,0,0,0,.,0,0,0,0
OK-505,426,321,147,34.51%,374,52,0,54,161,239,26,374,269,103,27.54%,0,0,51,153,195,26,52,52,44,84.62%,3,8,44,0,0,0,0,.,0,0,0,0,4,4,0,0.00%,1,3,1,0,4,4,0,0.00%,1,3,1,0,0,0,0,.,0,0,0,0,63,47,35,55.56%,5,16,47,0,10,10,0,0.00%,1,3,7,0
OK-506,311,220,138,44.37%,239,72,0,27,171,130,10,239,148,95,39.75%,0,15,16,134,95,10,72,72,43,59.72%,11,37,35,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,9,9,9,100.00%,0,0,9,0,0,0,0,.,0,0,0,0
OK-507,386,231,69,17.88%,358,28,0,51,128,218,40,358,203,69,19.27%,0,11,50,125,193,40,28,28,0,0.00%,1,3,25,0,0,0,0,.,0,0,0,0,100,100,100,100.00%,11,40,60,0,100,100,100,100.00%,11,40,60,0,0,0,0,.,0,0,0,0,58,58,36,62.07%,13,34,24,0,0,0,0,.,0,0,0,0
OR-500,583,552,552,94.68%,479,104,0,39,132,441,10,479,448,448,93.53%,30,300,15,60,411,8,104,104,104,100.00%,24,72,30,2,0,0,0,.,0,0,0,0,229,223,223,97.38%,55,173,56,0,229,223,223,97.38%,55,173,56,0,0,0,0,.,0,0,0,0,537,537,297,55.31%,53,144,393,0,0,0,0,.,0,0,0,0
OR-501,1672,1535,1318,78.83%,521,1151,0,154,453,1203,16,521,419,315,60.46%,322,26,43,127,382,12,1151,1116,1003,87.14%,111,326,821,4,0,0,0,.,0,0,0,0,855,662,652,76.26%,221,695,160,0,726,533,532,73.28%,181,566,160,0,129,129,120,93.02%,40,129,0,0,3663,3612,2890,78.90%,383,1158,2505,0,0,0,0,.,0,0,0,0
OR-502,462,431,143,30.95%,216,246,0,37,141,321,0,216,185,16,7.41%,25,0,16,89,127,0,246,246,127,51.63%,21,52,194,0,0,0,0,.,0,0,0,0,42,42,39,92.86%,8,28,14,0,42,42,39,92.86%,8,28,14,0,0,0,0,.,0,0,0,0,419,419,157,37.47%,166,252,167,0,0,0,0,.,0,0,0,0
OR-503,251,223,157,62.55%,173,78,0,17,58,165,28,173,145,127,73.41%,12,10,17,58,111,4,78,78,30,38.46%,0,0,54,24,0,0,0,.,0,0,0,0,164,164,164,100.00%,53,164,0,0,164,164,164,100.00%,53,164,0,0,0,0,0,.,0,0,0,0,113,113,20,17.70%,12,24,89,0,0,0,0,.,0,0,0,0
OR-505,2811,2587,803,28.57%,1533,1278,0,857,1500,1247,64,1533,1421,232,15.13%,65,94,482,766,726,41,1278,1166,571,44.68%,375,734,521,23,0,0,0,.,0,0,0,0,360,360,360,100.00%,82,216,144,0,360,360,360,100.00%,82,216,144,0,0,0,0,.,0,0,0,0,446,440,348,78.03%,107,237,209,0,79,79,79,100.00%,17,62,17,0
OR-506,235,211,205,87.23%,96,129,10,33,125,109,1,96,72,72,75.00%,1,0,23,89,6,1,129,129,123,95.35%,10,36,93,0,10,10,10,100.00%,0,0,10,0,243,243,243,100.00%,71,218,25,0,243,243,243,100.00%,71,218,25,0,0,0,0,.,0,0,0,0,427,427,427,100.00%,44,125,302,0,0,0,0,.,0,0,0,0
OR-507,130,97,97,74.62%,44,86,0,40,113,17,0,44,16,16,36.36%,99,0,14,40,4,0,86,81,81,94.19%,26,73,13,0,0,0,0,.,0,0,0,0,107,107,107,100.00%,27,97,10,0,107,107,107,100.00%,27,97,10,0,0,0,0,.,0,0,0,0,284,277,277,97.54%,58,170,114,0,0,0,0,.,0,0,0,0
PA-500,5737,5440,4495,78.35%,3666,1956,115,968,3049,2668,20,3666,3466,2762,75.34%,353,135,484,1655,1991,20,1956,1859,1663,85.02%,484,1394,562,0,115,115,70,60.87%,0,0,115,0,931,931,931,100.00%,147,544,387,0,931,931,931,100.00%,147,544,387,0,0,0,0,.,0,0,0,0,4908,4908,4239,86.37%,741,2554,2354,0,900,900,900,100.00%,300,900,0,0
PA-501,443,417,324,73.14%,198,220,25,81,247,196,0,198,180,99,50.00%,33,15,30,88,110,0,220,212,200,90.91%,51,159,61,0,25,25,25,100.00%,0,0,25,0,13,13,9,69.23%,3,4,9,0,13,13,9,69.23%,3,4,9,0,0,0,0,.,0,0,0,0,177,177,104,58.76%,17,50,127,0,20,20,20,100.00%,0,0,20,0
PA-502,445,422,363,81.57%,343,102,0,81,227,218,0,343,320,284,82.80%,0,27,57,162,181,0,102,102,79,77.45%,24,65,37,0,0,0,0,.,0,0,0,0,79,79,79,100.00%,19,59,20,0,79,79,79,100.00%,19,59,20,0,0,0,0,.,0,0,0,0,372,372,314,84.41%,50,142,230,0,0,0,0,.,0,0,0,0
PA-503,206,160,159,77.18%,87,119,0,33,100,106,0,87,65,65,74.71%,20,43,12,31,56,0,119,95,94,78.99%,21,69,50,0,0,0,0,.,0,0,0,0,61,61,61,100.00%,11,39,22,0,61,61,61,100.00%,11,39,22,0,0,0,0,.,0,0,0,0,328,328,272,82.93%,66,210,118,0,0,0,0,.,0,0,0,0
PA-504,448,404,390,87.05%,196,252,0,81,298,150,0,196,169,155,79.08%,69,20,30,121,75,0,252,235,235,93.25%,51,177,75,0,0,0,0,.,0,0,0,0,269,269,269,100.00%,52,174,95,0,269,269,269,100.00%,52,174,95,0,0,0,0,.,0,0,0,0,215,215,215,100.00%,27,72,143,0,0,0,0,.,0,0,0,0
PA-505,913,808,808,88.50%,518,395,0,115,358,555,0,518,493,493,95.17%,11,0,70,225,293,0,395,315,315,79.75%,45,133,262,0,0,0,0,.,0,0,0,0,425,425,425,100.00%,106,331,94,0,425,425,425,100.00%,106,331,94,0,0,0,0,.,0,0,0,0,1598,1598,650,40.68%,188,649,949,0,0,0,0,.,0,0,0,0
PA-506,539,425,413,76.62%,207,332,0,79,267,272,0,207,157,157,75.85%,100,0,20,95,112,0,332,268,256,77.11%,59,172,160,0,0,0,0,.,0,0,0,0,36,36,36,100.00%,0,0,36,0,36,36,36,100.00%,0,0,36,0,0,0,0,.,0,0,0,0,342,342,302,88.30%,49,159,183,0,31,31,31,100.00%,0,0,31,0
PA-508,215,194,194,90.23%,49,162,4,35,114,101,0,49,42,42,85.71%,24,10,7,20,29,0,162,148,148,91.36%,28,94,68,0,4,4,4,100.00%,0,0,4,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,125,125,125,100.00%,18,66,59,0,0,0,0,.,0,0,0,0
PA-509,2559,2051,1369,53.50%,1303,1256,0,469,1639,896,24,1303,957,554,42.52%,196,37,187,747,534,22,1256,1094,815,64.89%,282,892,362,2,0,0,0,.,0,0,0,0,302,302,292,96.69%,44,157,145,0,302,302,292,96.69%,44,157,145,0,0,0,0,.,0,0,0,0,1299,1299,894,68.82%,170,502,797,0,0,0,0,.,0,0,0,0
PA-510,471,410,405,85.99%,196,275,0,103,288,183,0,196,158,158,80.61%,50,0,35,120,76,0,275,252,247,89.82%,68,168,107,0,0,0,0,.,0,0,0,0,22,22,22,100.00%,7,22,0,0,22,22,22,100.00%,7,22,0,0,0,0,0,.,0,0,0,0,178,178,178,100.00%,16,52,126,0,0,0,0,.,0,0,0,0
PA-511,456,437,423,92.76%,108,348,0,110,364,88,4,108,94,86,79.63%,83,0,8,64,40,4,348,343,337,96.84%,102,300,48,0,0,0,0,.,0,0,0,0,53,53,17,32.08%,7,24,29,0,53,53,17,32.08%,7,24,29,0,0,0,0,.,0,0,0,0,77,77,67,87.01%,6,21,56,0,0,0,0,.,0,0,0,0
PA-512,355,265,265,74.65%,187,168,0,54,192,163,0,187,148,148,79.14%,0,6,30,104,83,0,168,117,117,69.64%,24,88,80,0,0,0,0,.,0,0,0,0,39,39,39,100.00%,8,32,7,0,39,39,39,100.00%,8,32,7,0,0,0,0,.,0,0,0,0,226,226,221,97.79%,13,48,178,0,0,0,0,.,0,0,0,0
PA-600,1456,1327,1274,87.50%,423,962,71,238,614,842,0,423,344,291,68.79%,113,0,58,163,260,0,962,912,912,94.80%,180,451,511,0,71,71,71,100.00%,0,0,71,0,176,176,176,100.00%,42,132,44,0,108,108,108,100.00%,21,64,44,0,68,68,68,100.00%,21,68,0,0,2136,2136,1579,73.92%,488,1403,733,0,40,40,40,100.00%,0,0,40,0
PA-601,1335,998,724,54.23%,668,614,53,207,657,671,7,668,440,229,34.28%,23,24,92,263,405,0,614,505,442,71.99%,115,394,213,7,53,53,53,100.00%,0,0,53,0,196,196,196,100.00%,29,87,109,0,196,196,196,100.00%,29,87,109,0,0,0,0,.,0,0,0,0,1056,979,782,74.05%,160,445,611,0,0,0,0,.,0,0,0,0
PA-603,130,96,96,73.85%,70,60,0,24,69,61,0,70,46,46,65.71%,0,0,14,39,31,0,60,50,50,83.33%,10,30,30,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,108,108,108,100.00%,25,41,67,0,0,0,0,.,0,0,0,0
PA-605,432,375,375,86.81%,233,199,0,76,216,216,0,233,176,176,75.54%,60,0,27,97,136,0,199,199,199,100.00%,49,119,80,0,0,0,0,.,0,0,0,0,2,2,2,100.00%,0,0,2,0,2,2,2,100.00%,0,0,2,0,0,0,0,.,0,0,0,0,465,465,337,72.47%,78,251,214,0,96,96,96,100.00%,0,0,96,0
PR-502,1270,1034,1031,81.18%,265,983,22,109,403,831,36,265,192,192,72.45%,0,0,15,53,176,36,983,820,817,83.11%,94,350,633,0,22,22,22,100.00%,0,0,22,0,117,117,117,100.00%,20,68,49,0,117,117,117,100.00%,20,68,49,0,0,0,0,.,0,0,0,0,1303,1259,1259,96.62%,131,400,903,0,258,258,258,100.00%,0,0,258,0
PR-503,842,637,634,75.30%,381,408,53,99,319,523,0,381,314,311,81.63%,0,0,12,71,310,0,408,270,270,66.18%,87,248,160,0,53,53,53,100.00%,0,0,53,0,155,155,0,0.00%,14,50,105,0,155,155,0,0.00%,14,50,105,0,0,0,0,.,0,0,0,0,418,333,295,70.57%,78,163,255,0,26,26,26,100.00%,3,9,17,0
RI-500,1142,1008,872,76.36%,705,437,0,202,557,585,0,705,617,497,70.50%,148,38,93,282,423,0,437,391,375,85.81%,109,275,162,0,0,0,0,.,0,0,0,0,373,373,373,100.00%,65,223,150,0,373,373,373,100.00%,65,223,150,0,0,0,0,.,0,0,0,0,1506,1506,1411,93.69%,240,678,828,0,118,118,118,100.00%,25,68,50,0
SC-500,417,363,268,64.27%,181,236,0,22,98,319,0,181,145,126,69.61%,50,0,6,60,121,0,236,218,142,60.17%,16,38,198,0,0,0,0,.,0,0,0,0,183,163,86,46.99%,18,45,138,0,183,163,86,46.99%,18,45,138,0,0,0,0,.,0,0,0,0,291,291,53,18.21%,0,0,291,0,0,0,0,.,0,0,0,0
SC-501,1761,1558,727,41.28%,798,951,12,150,772,981,8,798,636,218,27.32%,164,19,21,359,439,0,951,910,497,52.26%,129,413,530,8,12,12,12,100.00%,0,0,12,0,82,82,82,100.00%,16,55,27,0,82,82,82,100.00%,16,55,27,0,0,0,0,.,0,0,0,0,369,369,246,66.67%,27,68,301,0,0,0,0,.,0,0,0,0
SC-502,1107,965,743,67.12%,502,605,0,143,386,717,4,502,375,317,63.15%,240,40,50,157,341,4,605,590,426,70.41%,93,229,376,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,848,804,794,93.63%,205,380,468,0,104,75,0,0.00%,35,104,0,0
SC-503,470,417,337,71.70%,195,275,0,56,168,293,9,195,158,78,40.00%,0,17,24,82,104,9,275,259,259,94.18%,32,86,189,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,468,468,345,73.72%,58,184,284,0,0,0,0,.,0,0,0,0
SD-500,1460,1047,663,45.41%,1112,348,0,355,823,577,60,1112,717,349,31.38%,0,114,224,599,471,42,348,336,314,90.23%,131,224,106,18,0,0,0,.,0,0,0,0,80,31,31,38.75%,36,61,19,0,80,31,31,38.75%,36,61,19,0,0,0,0,.,0,0,0,0,621,621,517,83.25%,184,293,328,0,0,0,0,.,0,0,0,0
TN-500,321,279,271,84.42%,193,128,0,64,176,145,0,193,183,183,94.82%,160,20,26,74,119,0,128,96,88,68.75%,38,102,26,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,582,563,469,80.58%,109,395,187,0,0,0,0,.,0,0,0,0
TN-501,1626,1570,1471,90.47%,500,1126,0,183,580,1038,8,500,473,448,89.60%,34,200,44,174,318,8,1126,1097,1023,90.85%,139,406,720,0,0,0,0,.,0,0,0,0,253,253,253,100.00%,69,170,83,0,253,253,253,100.00%,69,170,83,0,0,0,0,.,0,0,0,0,1130,1130,490,43.36%,188,462,668,0,0,0,0,.,0,0,0,0
TN-502,778,743,665,85.48%,463,315,0,36,102,676,0,463,443,439,94.82%,0,0,20,60,403,0,315,300,226,71.75%,16,42,273,0,0,0,0,.,0,0,0,0,219,219,218,99.54%,67,203,16,0,219,219,218,99.54%,67,203,16,0,0,0,0,.,0,0,0,0,374,374,246,65.78%,35,97,277,0,13,0,0,0.00%,3,9,4,0
TN-503,293,209,209,71.33%,178,115,0,9,59,234,0,178,94,94,52.81%,0,0,8,56,122,0,115,115,115,100.00%,1,3,112,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,190,190,179,94.21%,18,59,131,0,0,0,0,.,0,0,0,0
TN-504,2210,2128,369,16.70%,1619,583,8,117,490,1720,0,1619,1558,16,0.99%,0,0,60,300,1319,0,583,562,345,59.18%,57,190,393,0,8,8,8,100.00%,0,0,8,0,108,108,77,71.30%,18,104,4,0,108,108,77,71.30%,18,104,4,0,0,0,0,.,0,0,0,0,1350,1350,875,64.81%,290,649,701,0,0,0,0,.,0,0,0,0
TN-506,246,187,62,25.20%,134,112,0,46,124,122,0,134,94,6,4.48%,12,4,15,45,89,0,112,93,56,50.00%,31,79,33,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,109,109,109,100.00%,35,85,24,0,28,28,8,28.57%,9,28,0,0
TN-507,213,188,51,23.94%,137,68,8,33,101,112,0,137,127,40,29.20%,0,1,24,66,71,0,68,53,3,4.41%,9,35,33,0,8,8,8,100.00%,0,0,8,0,64,64,64,100.00%,16,54,10,0,64,64,64,100.00%,16,54,10,0,0,0,0,.,0,0,0,0,326,326,301,92.33%,50,153,173,0,0,0,0,.,0,0,0,0
TN-509,523,451,236,45.12%,380,143,0,27,193,328,2,380,308,127,33.42%,38,49,14,141,237,2,143,143,109,76.22%,13,52,91,0,0,0,0,.,0,0,0,0,37,37,37,100.00%,6,14,23,0,37,37,37,100.00%,6,14,23,0,0,0,0,.,0,0,0,0,514,474,317,61.67%,52,161,353,0,0,0,0,.,0,0,0,0
TN-510,185,138,77,41.62%,149,36,0,23,87,98,0,149,110,59,39.60%,25,0,20,70,79,0,36,28,18,50.00%,3,17,19,0,0,0,0,.,0,0,0,0,6,6,6,100.00%,0,0,6,0,6,6,6,100.00%,0,0,6,0,0,0,0,.,0,0,0,0,159,159,83,52.20%,30,87,72,0,58,56,24,41.38%,7,19,39,0
TN-512,586,458,94,16.04%,484,102,0,290,472,114,0,484,388,67,13.84%,10,0,279,424,60,0,102,70,27,26.47%,11,48,54,0,0,0,0,.,0,0,0,0,53,53,53,100.00%,53,53,0,0,53,53,53,100.00%,53,53,0,0,0,0,0,.,0,0,0,0,66,66,31,46.97%,55,66,0,0,0,0,0,.,0,0,0,0
TX-500,2305,2099,2019,87.59%,1380,881,44,302,1134,1156,15,1380,1250,1250,90.58%,0,43,127,542,823,15,881,805,725,82.29%,175,592,289,0,44,44,44,100.00%,0,0,44,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,2042,2042,2040,99.90%,901,1440,602,0,86,86,86,100.00%,0,0,86,0
TX-503,1178,908,908,77.08%,787,375,16,180,567,611,0,787,681,681,86.53%,0,25,76,256,531,0,375,211,211,56.27%,104,311,64,0,16,16,16,100.00%,0,0,16,0,115,115,115,100.00%,24,73,42,0,70,70,70,100.00%,9,28,42,0,45,45,45,100.00%,15,45,0,0,1030,1014,585,56.80%,89,297,733,0,102,102,102,100.00%,34,102,0,0
TX-600,3600,3060,738,20.50%,2372,1203,25,407,1526,2054,20,2372,2110,92,3.88%,0,150,158,660,1692,20,1203,925,621,51.62%,249,866,337,0,25,25,25,100.00%,0,0,25,0,87,84,84,96.55%,10,33,54,0,87,84,84,96.55%,10,33,54,0,0,0,0,.,0,0,0,0,3138,3138,2126,67.75%,442,1327,1811,0,0,0,0,.,0,0,0,0
TX-601,1783,1521,1220,68.42%,1265,498,20,210,718,1049,16,1265,1101,800,63.24%,68,171,92,371,878,16,498,400,400,80.32%,118,347,151,0,20,20,20,100.00%,0,0,20,0,772,643,643,83.29%,209,574,198,0,772,643,643,83.29%,209,574,198,0,0,0,0,.,0,0,0,0,1763,1741,1720,97.56%,192,515,1248,0,250,250,22,8.80%,28,78,172,0
TX-603,1260,1159,749,59.44%,714,526,20,159,618,635,7,714,628,387,54.20%,0,45,41,227,480,7,526,511,362,68.82%,118,391,135,0,20,20,0,0.00%,0,0,20,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,72,72,72,100.00%,3,10,62,0,0,0,0,.,0,0,0,0
TX-604,244,171,150,61.48%,109,132,3,36,138,106,0,109,54,54,49.54%,0,50,14,50,59,0,132,114,96,72.73%,22,88,44,0,3,3,0,0.00%,0,0,3,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,101,88,28,27.72%,5,9,92,0,0,0,0,.,0,0,0,0
TX-607,6092,3728,2125,34.88%,4490,1602,0,871,3132,2811,149,4490,2761,1542,34.34%,0,299,504,1938,2429,123,1602,968,583,36.39%,367,1194,382,26,0,0,0,.,0,0,0,0,430,143,72,16.74%,107,316,106,8,430,143,72,16.74%,107,316,106,8,0,0,0,.,0,0,0,0,970,970,301,31.03%,122,358,612,0,0,0,0,.,0,0,0,0
TX-611,612,588,588,96.08%,543,69,0,72,261,351,0,543,519,519,95.58%,0,21,54,199,344,0,69,69,69,100.00%,18,62,7,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,150,150,150,100.00%,94,109,41,0,0,0,0,.,0,0,0,0
TX-624,438,349,347,79.22%,402,36,0,10,160,244,34,402,313,311,77.36%,0,0,9,144,224,34,36,36,36,100.00%,1,16,20,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,20,20,20,100.00%,0,0,20,0,0,0,0,.,0,0,0,0
TX-700,3067,2513,2473,80.63%,1169,1898,0,369,1370,1675,22,1169,1032,1032,88.28%,9,150,119,512,635,22,1898,1481,1441,75.92%,250,858,1040,0,0,0,0,.,0,0,0,0,655,624,624,95.27%,454,464,191,0,655,624,624,95.27%,454,464,191,0,0,0,0,.,0,0,0,0,3772,3520,2338,61.98%,1491,2239,1533,0,0,0,0,.,0,0,0,0
TX-701,233,176,160,68.67%,151,82,0,35,72,161,0,151,106,106,70.20%,12,0,22,46,105,0,82,70,54,65.85%,13,26,56,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,0,0,0,0
UT-500,1820,1545,1388,76.26%,1047,749,24,193,644,1175,1,1047,869,766,73.16%,445,21,79,280,766,1,749,652,598,79.84%,114,364,385,0,24,24,24,100.00%,0,0,24,0,334,334,334,100.00%,68,246,88,0,334,334,334,100.00%,68,246,88,0,0,0,0,.,0,0,0,0,1987,1987,1739,87.52%,298,958,1029,0,0,0,0,.,0,0,0,0
UT-503,761,326,262,34.43%,559,202,0,136,429,332,0,559,295,231,41.32%,0,0,78,259,300,0,202,31,31,15.35%,58,170,32,0,0,0,0,.,0,0,0,0,284,284,282,99.30%,68,229,55,0,284,284,282,99.30%,68,229,55,0,0,0,0,.,0,0,0,0,218,218,159,72.94%,16,46,172,0,0,0,0,.,0,0,0,0
UT-504,179,115,115,64.25%,91,88,0,38,124,47,8,91,55,55,60.44%,0,3,20,66,17,8,88,60,60,68.18%,18,58,30,0,0,0,0,.,0,0,0,0,19,19,19,100.00%,6,19,0,0,19,19,19,100.00%,6,19,0,0,0,0,0,.,0,0,0,0,198,192,188,94.95%,37,96,102,0,2,2,2,100.00%,0,0,2,0
VA-500,718,673,614,85.52%,334,368,16,60,200,518,0,334,302,266,79.64%,0,108,26,106,228,0,368,355,332,90.22%,34,94,274,0,16,16,16,100.00%,0,0,16,0,356,309,307,86.24%,88,291,65,0,356,309,307,86.24%,88,291,65,0,0,0,0,.,0,0,0,0,823,823,480,58.32%,115,343,480,0,0,0,0,.,0,0,0,0
VA-501,464,379,210,45.26%,277,187,0,58,220,244,0,277,225,79,28.52%,182,116,27,106,171,0,187,154,131,70.05%,31,114,73,0,0,0,0,.,0,0,0,0,133,88,40,30.08%,40,114,19,0,133,88,40,30.08%,40,114,19,0,0,0,0,.,0,0,0,0,632,632,335,53.01%,96,369,263,0,97,97,69,71.13%,0,0,97,0
